application_id,client_id,source,branch,application_created_at,agreement_issued_at,status,agreement_id
449027,412363,WEB,Boda Call Centre,07/01/2023,,Vehicle_Valuation,
440217,405343,WEB,Boda Prestige,21/12/2022,,Cancelled,
438688,403994,WEB,Boda Prestige,19/12/2022,,Cancelled,
432927,399469,WEB,Boda Prestige,07/12/2022,,Cancelled,
432846,399395,WEB,Boda Prestige,07/12/2022,,Cancelled,
432743,399314,WEB,Boda Prestige,07/12/2022,,Cancelled,
437649,66137,WEB,Boda Prestige,16/12/2022,,Cancelled,
432684,399270,WEB,Boda Prestige,07/12/2022,,Cancelled,
440581,405634,WEB,Boda Call Centre,22/12/2022,,Collect_Info_Docs,
433606,400078,WEB,Boda Prestige,08/12/2022,,Cancelled,
432688,14777,WEB,Boda Prestige,07/12/2022,,Cancelled,
440586,405638,WEB,Boda Prestige,22/12/2022,,Cancelled,
456201,54748,WEB,Boda Prestige,20/01/2023,,Collect_Info_Docs,
438839,404102,WEB,Prestige Plaza,19/12/2022,20/12/2022,Loan_Issued,93327
431468,381516,WEB,Thika,05/12/2022,08/12/2022,Loan_Issued,92335
433588,398193,WEB,Boda Prestige,08/12/2022,,Cancelled,
456170,418220,WEB,Boda Call Centre,20/01/2023,,Collect_Info_Docs,
432284,96134,WEB,Boda Prestige,06/12/2022,,Cancelled,
438348,403783,Customer Care,Boda Call Centre,17/12/2022,,Cancelled,
438668,49987,WEB,Boda Kisii,19/12/2022,,Cancelled,
443320,19946,WEB,Boda Prestige,28/12/2022,,Cancelled,
440595,405644,WEB,Boda Call Centre,22/12/2022,,Collect_Info_Docs,
440214,323082,WEB,Boda Call Centre,21/12/2022,,Collect_Info_Docs,
440655,405693,WEB,Boda Prestige,22/12/2022,,Cancelled,
439094,404344,WEB,Boda Call Centre,19/12/2022,,Cancelled,
456207,395629,WEB,Boda Prestige,20/01/2023,,Collect_Info_Docs,
438804,404068,WEB,Boda Prestige,19/12/2022,,Cancelled,
440621,285349,WEB,Boda Call Centre,22/12/2022,,Vehicle_Valuation,
440630,405672,WEB,Boda Call Centre,22/12/2022,,Collect_Info_Docs,
436434,401943,WEB,Boda Prestige,14/12/2022,,Cancelled,
432784,225667,WEB,Boda Call Centre,07/12/2022,,Cancelled,
440643,405680,WEB,Boda Prestige,22/12/2022,,Cancelled,
439127,234665,Customer Care,Boda Call Centre,19/12/2022,,Cancelled,
438796,404060,WEB,Boda Call Centre,19/12/2022,,Cancelled,
438738,404024,WEB,Boda Prestige,19/12/2022,,Cancelled,
433737,394520,WEB,Boda Prestige,08/12/2022,,Cancelled,
438274,403715,WEB,Boda Prestige,17/12/2022,,Cancelled,
434176,107301,WEB,Boda Prestige,09/12/2022,,Cancelled,
456198,418241,WEB,Boda Call Centre,20/01/2023,,Collect_Info_Docs,
438783,404050,WEB,Boda Call Centre,19/12/2022,,Cancelled,
438846,404108,Car Branch,Kitengela,19/12/2022,,Cancelled,
438882,404108,Car Branch,Kitengela,19/12/2022,,Cancelled,
438778,404045,Customer Care,Boda Call Centre,19/12/2022,,Cancelled,
448602,412019,WEB,Boda Call Centre,06/01/2023,,Vehicle_Valuation,
449069,412399,Customer Care,Boda Call Centre,07/01/2023,,Cancelled,
434098,398326,WEB,Boda Prestige,09/12/2022,,Cancelled,
438824,404088,WEB,Boda Call Centre,19/12/2022,,Cancelled,
429232,396052,WEB,Boda Prestige,29/11/2022,,Cancelled,
438817,404082,WEB,Boda Call Centre,19/12/2022,,Cancelled,
438828,404094,WEB,Boda Call Centre,19/12/2022,,Cancelled,
434146,400465,WEB,Boda Prestige,09/12/2022,,Cancelled,
438835,404098,WEB,Boda Prestige,19/12/2022,,Cancelled,
456217,418260,WEB,Boda Prestige,20/01/2023,,Collect_Info_Docs,
449167,412493,Customer Care,Boda Call Centre,07/01/2023,,Cancelled,
448699,49845,Customer Care,Boda Call Centre,06/01/2023,,Vehicle_Valuation,
438864,404122,WEB,Boda Call Centre,19/12/2022,,Cancelled,
439101,404355,Customer Care,Boda Call Centre,19/12/2022,,Cancelled,
438890,404144,WEB,Boda Call Centre,19/12/2022,,Cancelled,
451107,366539,WEB,CBD ,11/01/2023,12/01/2023,Loan_Issued,95585
432811,49845,WEB,Boda Prestige,07/12/2022,,Cancelled,
434158,400468,WEB,Boda Prestige,09/12/2022,,Cancelled,
440715,405744,WEB,Boda Prestige,22/12/2022,,Cancelled,
441790,406636,Customer Care,Boda Call Centre,24/12/2022,,Cancelled,
449113,166031,WEB,Boda Call Centre,07/01/2023,,Cancelled,
439027,233185,WEB,Boda Prestige,19/12/2022,,Cancelled,
434100,400421,Customer Care,Boda Call Centre,09/12/2022,,Cancelled,
439132,5485,WEB,Boda Kisii,19/12/2022,,Cancelled,
438966,9897,WEB,CBD ,19/12/2022,20/12/2022,Loan_Issued,93356
434213,400527,Customer Care,Boda Call Centre,09/12/2022,10/12/2022,Loan_Issued,92590
440791,399476,WEB,Boda Prestige,22/12/2022,,Cancelled,
440794,399476,WEB,Boda Prestige,22/12/2022,,Cancelled,
434230,400543,WEB,Boda Prestige,09/12/2022,,Cancelled,
435575,390780,WEB,CBD ,13/12/2022,13/12/2022,Loan_Issued,92682
435927,401838,WEB,Boda Prestige,13/12/2022,,Cancelled,
434416,400723,WEB,Boda Prestige,09/12/2022,,Cancelled,
440804,233815,WEB,Boda Call Centre,22/12/2022,,Cancelled,
439141,100152,WEB,Boda Prestige,19/12/2022,,Cancelled,
448039,396052,Customer Care,CBD ,05/01/2023,12/01/2023,Loan_Issued,95037
434358,400652,WEB,Boda Prestige,09/12/2022,,Cancelled,
434337,363929,WEB,Boda Prestige,09/12/2022,,Cancelled,
454282,416719,WEB,Boda Call Centre,17/01/2023,,Collect_Info_Docs,
446501,227887,Customer Care,Boda Call Centre,03/01/2023,,Cancelled,
439184,404434,WEB,CBD ,19/12/2022,23/12/2022,Loan_Issued,93743
439298,5121,WEB,Boda Kisii,20/12/2022,,Cancelled,
434350,400643,WEB,Boda Prestige,09/12/2022,,Cancelled,
434396,81792,WEB,CBD ,09/12/2022,17/12/2022,Loan_Issued,93233
440865,405893,WEB,Boda Call Centre,22/12/2022,,Collect_Info_Docs,
434345,400640,WEB,Boda Prestige,09/12/2022,,Cancelled,
443403,407488,WEB,Boda Prestige,28/12/2022,,Cancelled,
444177,408562,Customer Care,Boda Call Centre,29/12/2022,,Cancelled,
449094,412426,Car Branch,CBD ,07/01/2023,12/01/2023,Loan_Issued,95209
435946,401858,WEB,Boda Prestige,13/12/2022,,Cancelled,
439215,404465,WEB,Boda Call Centre,19/12/2022,,Cancelled,
451063,414001,Customer Care,Boda Call Centre,11/01/2023,,Cancelled,
451090,87572,Customer Care,Boda Call Centre,11/01/2023,,Vehicle_Valuation,
441113,376838,Customer Care,Boda Call Centre,23/12/2022,,Cancelled,
446437,376283,Customer Care,Boda Call Centre,03/01/2023,,Cancelled,
452742,415480,Customer Care,Boda Call Centre,13/01/2023,,Collect_Info_Docs,
453951,416408,WEB,Boda Call Centre,16/01/2023,,Collect_Info_Docs,
441173,406099,WEB,Boda Call Centre,23/12/2022,,Collect_Info_Docs,
438800,40968,WEB,Prestige Plaza,19/12/2022,22/12/2022,Loan_Issued,93858
441195,406115,Customer Care,Boda Call Centre,23/12/2022,,Vehicle_Valuation,
435495,401494,WEB,Boda Prestige,13/12/2022,,Cancelled,
451279,414209,Customer Care,Prestige Plaza,11/01/2023,12/01/2023,Loan_Issued,95602
440908,405941,Customer Care,Boda Call Centre,22/12/2022,,Collect_Info_Docs,
440917,391179,WEB,Boda Prestige,22/12/2022,,Cancelled,
444196,408574,Customer Care,Boda Call Centre,29/12/2022,,Cancelled,
440925,123591,WEB,Boda Prestige,22/12/2022,,Cancelled,
441231,406142,WEB,Boda Call Centre,23/12/2022,,Collect_Info_Docs,
453953,411481,Car Branch,CBD ,16/01/2023,,Cancelled,
435968,401880,WEB,Boda Prestige,13/12/2022,,Cancelled,
441178,406104,WEB,Boda Outer Nairobi,23/12/2022,,Collect_Info_Docs,
444174,408561,Customer Care,Boda Call Centre,29/12/2022,,Cancelled,
441366,406272,WEB,Boda Call Centre,23/12/2022,,Vehicle_Valuation,
441391,22987,WEB,Boda Call Centre,23/12/2022,,Collect_Info_Docs,
444193,408572,Customer Care,Boda Call Centre,29/12/2022,,Collect_Info_Docs,
446568,23076,WEB,Boda Call Centre,03/01/2023,,Cancelled,
441337,406235,Customer Care,Boda Call Centre,23/12/2022,,Collect_Info_Docs,
436029,401943,Customer Care,Boda Call Centre,13/12/2022,,Cancelled,
430142,396894,Customer Care,CBD ,01/12/2022,23/12/2022,Loan_Issued,93967
443825,408200,Customer Care,Boda Call Centre,29/12/2022,,Cancelled,
443964,408349,Customer Care,Boda Call Centre,29/12/2022,,Cancelled,
443170,407631,Customer Care,Boda Call Centre,28/12/2022,,Vehicle_Valuation,
446611,410376,Customer Care,Boda Call Centre,03/01/2023,,Collect_Info_Docs,
451375,38121,WEB,Boda Call Centre,11/01/2023,,Cancelled,
435933,401843,WEB,Boda Prestige,13/12/2022,,Cancelled,
449695,5121,Customer Care,CBD ,09/01/2023,10/01/2023,Loan_Issued,95292
453935,30875,Customer Care,Boda Call Centre,16/01/2023,,Cancelled,
453981,416450,WEB,Boda Call Centre,16/01/2023,,Collect_Info_Docs,
446141,174783,WEB,Boda Call Centre,03/01/2023,,Vehicle_Valuation,
451174,414104,Customer Care,CBD ,11/01/2023,12/01/2023,Loan_Issued,95655
453679,416140,WEB,Boda Call Centre,16/01/2023,,Cancelled,
444540,408890,Customer Care,Boda Call Centre,30/12/2022,,Cancelled,
436057,401961,WEB,Boda Call Centre,13/12/2022,,Cancelled,
436090,401994,Customer Care,Boda Call Centre,13/12/2022,,Cancelled,
455029,417322,WEB,Boda Prestige,18/01/2023,,Cancelled,
446625,62099,Customer Care,Boda Call Centre,03/01/2023,,Cancelled,
436326,391575,WEB,Boda Prestige,14/12/2022,,Cancelled,
435510,17908,WEB,Boda Prestige,13/12/2022,,Cancelled,
434648,400890,WEB,Boda Prestige,10/12/2022,,Cancelled,
436288,402113,WEB,Boda Call Centre,14/12/2022,,Cancelled,
433738,400184,WEB,Boda Prestige,08/12/2022,,Cancelled,
436228,337698,WEB,Boda Prestige,14/12/2022,,Cancelled,
435467,391521,WEB,Boda Kisii,13/12/2022,,Cancelled,
436367,257629,WEB,Boda Prestige,14/12/2022,,Cancelled,
449775,412865,WEB,Boda Call Centre,09/01/2023,,Collect_Info_Docs,
454009,416492,WEB,Boda Call Centre,16/01/2023,,Collect_Info_Docs,
436046,401955,WEB,Boda Prestige,13/12/2022,,Cancelled,
435594,401566,WEB,Boda Prestige,13/12/2022,,Cancelled,
436303,392177,WEB,Boda Prestige,14/12/2022,,Cancelled,
435481,401482,WEB,Boda Prestige,13/12/2022,,Cancelled,
447201,410837,Marketing Activation,CBD ,04/01/2023,05/01/2023,Loan_Issued,94833
447230,410873,Customer Care,Boda Call Centre,04/01/2023,,Cancelled,
449977,413077,WEB,Boda Call Centre,09/01/2023,,Collect_Info_Docs,
455044,417336,WEB,Boda Prestige,18/01/2023,,Cancelled,
447379,411012,Customer Care,Boda Call Centre,04/01/2023,,Collect_Info_Docs,
455049,417344,WEB,Boda Prestige,18/01/2023,,Cancelled,
455050,343394,WEB,Boda Call Centre,18/01/2023,,Collect_Info_Docs,
436576,128534,WEB,Boda Call Centre,14/12/2022,,Cancelled,
436400,402208,WEB,Boda Prestige,14/12/2022,,Cancelled,
436408,14742,WEB,Boda Prestige,14/12/2022,,Cancelled,
447427,108195,Customer Care,Boda Call Centre,04/01/2023,,Collect_Info_Docs,
436697,317400,WEB,Boda Prestige,14/12/2022,,Cancelled,
453861,9606,WEB,Boda Call Centre,16/01/2023,,Cancelled,
436440,401762,WEB,Boda Prestige,14/12/2022,16/12/2022,Loan_Issued,92839
436611,402412,WEB,Boda Prestige,14/12/2022,,Cancelled,
447448,325545,Customer Care,CBD ,04/01/2023,05/01/2023,Loan_Issued,94911
449936,413034,WEB,Boda Call Centre,09/01/2023,,Collect_Info_Docs,
449951,413052,WEB,Boda Call Centre,09/01/2023,,Collect_Info_Docs,
436627,402422,WEB,Boda Prestige,14/12/2022,,Cancelled,
447834,48673,Customer Care,Boda Call Centre,05/01/2023,,Collect_Info_Docs,
446439,29886,Customer Care,Prestige Plaza,03/01/2023,05/01/2023,Loan_Issued,94725
450180,399636,Customer Care,CBD ,09/01/2023,13/01/2023,Loan_Issued,95805
449969,413070,WEB,Boda Call Centre,09/01/2023,,Collect_Info_Docs,
436935,393616,WEB,Boda Prestige,15/12/2022,,Cancelled,
436937,402637,WEB,Boda Prestige,15/12/2022,,Cancelled,
436950,402648,WEB,Boda Prestige,15/12/2022,,Cancelled,
454192,416656,Customer Care,Boda Call Centre,16/01/2023,,Collect_Info_Docs,
450032,391234,Customer Care,Boda Call Centre,09/01/2023,,Cancelled,
450029,71045,Customer Care,Boda Call Centre,09/01/2023,,Collect_Info_Docs,
447754,411318,WEB,Boda Call Centre,05/01/2023,,Collect_Info_Docs,
436957,316293,WEB,Boda Kisii,15/12/2022,,Cancelled,
446544,410306,WEB,Top Plaza,03/01/2023,,Cancelled,
447780,411336,WEB,Boda Call Centre,05/01/2023,,Collect_Info_Docs,
455083,417386,WEB,Boda Prestige,18/01/2023,,Cancelled,
436352,172767,Customer Care,Boda Call Centre,14/12/2022,,Cancelled,
454286,416724,WEB,Boda Call Centre,17/01/2023,,Collect_Info_Docs,
447794,411350,WEB,Boda Call Centre,05/01/2023,,Collect_Info_Docs,
450100,413209,Customer Care,Boda Call Centre,09/01/2023,,Cancelled,
447811,411362,WEB,Boda Call Centre,05/01/2023,,Collect_Info_Docs,
450089,3744,Customer Care,Boda Call Centre,09/01/2023,,Collect_Info_Docs,
447820,261045,WEB,Boda Call Centre,05/01/2023,,Collect_Info_Docs,
455232,417511,WEB,Boda Call Centre,18/01/2023,,Collect_Info_Docs,
447850,370604,WEB,Boda Call Centre,05/01/2023,,Collect_Info_Docs,
443061,407527,WEB,Boda Prestige,28/12/2022,,Cancelled,
447929,410541,Customer Care,Boda Call Centre,05/01/2023,,Cancelled,
455091,417396,WEB,Boda Call Centre,18/01/2023,,Collect_Info_Docs,
454382,23590,WEB,Boda Call Centre,17/01/2023,,Vehicle_Valuation,
447862,411421,WEB,Boda Call Centre,05/01/2023,,Collect_Info_Docs,
455099,417404,WEB,Boda Prestige,18/01/2023,,Cancelled,
444011,408423,WEB,Boda Call Centre,29/12/2022,,Collect_Info_Docs,
439148,391521,Customer Care,Boda Call Centre,19/12/2022,,Cancelled,
454306,416742,WEB,Boda Call Centre,17/01/2023,,Collect_Info_Docs,
447874,20525,WEB,Boda Call Centre,05/01/2023,,Cancelled,
437884,403399,Customer Care,Boda Call Centre,16/12/2022,,Cancelled,
447918,411481,Customer Care,Boda Call Centre,05/01/2023,,Cancelled,
450164,413261,Customer Care,Prestige Plaza,09/01/2023,10/01/2023,Loan_Issued,95449
443370,407823,WEB,Boda Prestige,28/12/2022,,Cancelled,
454887,417202,WEB,Boda Prestige,18/01/2023,,Vehicle_Valuation,
414047,381805,Agents,Boda Outer Nairobi,31/10/2022,,Cancelled,
451910,414731,Customer Care,Boda Call Centre,12/01/2023,,Collect_Info_Docs,
454395,416808,WEB,Boda Call Centre,17/01/2023,,Collect_Info_Docs,
455113,417419,WEB,Boda Prestige,18/01/2023,,Cancelled,
449063,8412,Customer Care,Boda Call Centre,07/01/2023,,Collect_Info_Docs,
451941,414761,WEB,Boda Call Centre,12/01/2023,,Vehicle_Valuation,
450445,413458,WEB,Boda Call Centre,10/01/2023,,Collect_Info_Docs,
434441,400744,WEB,Boda Prestige,09/12/2022,,Cancelled,
451967,414793,WEB,Boda Call Centre,12/01/2023,,Collect_Info_Docs,
455073,417369,WEB,Boda Prestige,18/01/2023,,Vehicle_Valuation,
454364,416785,Customer Care,Prestige Plaza,17/01/2023,17/01/2023,Loan_Issued,96198
451983,239068,WEB,Boda Call Centre,12/01/2023,,Collect_Info_Docs,
452103,414926,WEB,Boda Call Centre,12/01/2023,,Cancelled,
454401,416814,WEB,Boda Call Centre,17/01/2023,,Collect_Info_Docs,
454335,218135,Customer Care,Prestige Plaza,17/01/2023,17/01/2023,Loan_Issued,96197
455127,316955,WEB,Boda Call Centre,18/01/2023,,Collect_Info_Docs,
455201,417483,WEB,Boda Prestige,18/01/2023,,Cancelled,
455252,380910,WEB,Boda Call Centre,18/01/2023,,Collect_Info_Docs,
452025,85128,WEB,Boda Call Centre,12/01/2023,,Collect_Info_Docs,
455162,417448,Customer Care,Boda Call Centre,18/01/2023,,Collect_Info_Docs,
455163,417449,WEB,Boda Prestige,18/01/2023,,Cancelled,
452074,414903,Customer Care,Boda Call Centre,12/01/2023,,Cancelled,
452042,414872,WEB,Boda Call Centre,12/01/2023,,Collect_Info_Docs,
455179,417463,WEB,Boda Prestige,18/01/2023,,Cancelled,
455172,417455,WEB,Boda Call Centre,18/01/2023,,Collect_Info_Docs,
455177,417461,WEB,Boda Call Centre,18/01/2023,,Collect_Info_Docs,
440596,405645,WEB,Boda Prestige,22/12/2022,,Cancelled,
455187,417473,WEB,Boda Prestige,18/01/2023,,Cancelled,
442906,405097,WEB,Boda Prestige,28/12/2022,,Vehicle_Valuation,
455212,417491,WEB,Boda Prestige,18/01/2023,,Cancelled,
454378,62453,WEB,Boda Call Centre,17/01/2023,,Cancelled,
455226,354786,Customer Care,Boda Call Centre,18/01/2023,,Collect_Info_Docs,
455222,348561,WEB,Boda Call Centre,18/01/2023,,Cancelled,
451839,21026,Customer Care,Boda Call Centre,12/01/2023,,Cancelled,
455219,417501,WEB,Boda Prestige,18/01/2023,,Cancelled,
455235,417515,WEB,Boda Prestige,18/01/2023,,Cancelled,
434117,60695,WEB,Boda Prestige,09/12/2022,,Cancelled,
449676,412791,Customer Care,Boda Call Centre,09/01/2023,,Collect_Info_Docs,
443356,407804,WEB,Boda Prestige,28/12/2022,,Vehicle_Valuation,
440881,405912,WEB,Boda Prestige,22/12/2022,,Cancelled,
454914,350862,WEB,Boda Call Centre,18/01/2023,,Vehicle_Valuation,
454555,416946,Customer Care,Boda Call Centre,17/01/2023,,Collect_Info_Docs,
455059,417354,WEB,Boda Call Centre,18/01/2023,,Collect_Info_Docs,
455001,417295,WEB,Boda Prestige,18/01/2023,,Cancelled,
452339,21401,Customer Care,Boda Call Centre,13/01/2023,,Collect_Info_Docs,
454549,416939,Customer Care,Boda Call Centre,17/01/2023,,Collect_Info_Docs,
442920,114985,Customer Care,Boda Call Centre,28/12/2022,,Cancelled,
442914,407390,WEB,Boda Prestige,28/12/2022,,Cancelled,
450909,413907,Customer Care,Boda Call Centre,10/01/2023,,Collect_Info_Docs,
454624,417015,WEB,Boda Call Centre,17/01/2023,,Collect_Info_Docs,
447531,411179,Customer Care,Boda Call Centre,04/01/2023,,Collect_Info_Docs,
442883,407360,WEB,Boda Prestige,28/12/2022,,Cancelled,
442823,407300,WEB,Boda Prestige,28/12/2022,,Cancelled,
452425,415161,WEB,Boda Call Centre,13/01/2023,,Collect_Info_Docs,
452364,415099,WEB,Boda Call Centre,13/01/2023,,Collect_Info_Docs,
454989,417285,WEB,Boda Prestige,18/01/2023,,Cancelled,
454563,416952,WEB,Boda Call Centre,17/01/2023,,Collect_Info_Docs,
454918,417229,WEB,Boda Prestige,18/01/2023,,Cancelled,
440613,405657,WEB,Boda Prestige,22/12/2022,,Cancelled,
440602,405649,WEB,Boda Prestige,22/12/2022,,Cancelled,
454846,417179,Customer Care,Boda Call Centre,18/01/2023,,Collect_Info_Docs,
452400,376602,WEB,Boda Call Centre,13/01/2023,,Vehicle_Valuation,
452407,415141,Customer Care,Boda Call Centre,13/01/2023,,Cancelled,
452463,415194,WEB,Boda Call Centre,13/01/2023,,Collect_Info_Docs,
455196,236468,WEB,Boda Kisii,18/01/2023,,Cancelled,
454993,417291,WEB,Boda Prestige,18/01/2023,,Cancelled,
454903,417216,WEB,Boda Prestige,18/01/2023,,Cancelled,
454872,417197,WEB,Top Plaza,18/01/2023,,Collect_Info_Docs,
455060,22108,WEB,Boda Kisii,18/01/2023,,Cancelled,
454978,147316,Customer Care,Boda Call Centre,18/01/2023,,Cancelled,
440640,366215,WEB,Boda Prestige,22/12/2022,,Cancelled,
452588,415318,Customer Care,Boda Call Centre,13/01/2023,,Collect_Info_Docs,
455362,417630,Customer Care,Boda Call Centre,18/01/2023,,Collect_Info_Docs,
455021,417317,WEB,Boda Call Centre,18/01/2023,,Collect_Info_Docs,
